Loan Ids,Good/Bad Loan,Covid_Period(Default),RECOMENDED_LOAN_AMT,INTEREST_RATE,TENOR,TOTAL_COLLATERAL_VALUE,REC_BASIS,FRESH_TOPUP,PRODUCT,CONSTITUTION,SOURCE_BRANCH,APPLICANT_STATE,APPLICANT_CITY,COBORROWER1_DESIGNATION,COBORROWER2_DESIGNATION,COBORROWER1_CIBILSCORE,COBORROWER2_CIBILSCORE,LOCALITY,Years of Operation,TOTAL_INCOME
sdv-id-QBYrSt,Bad,No,8570,14,33,,Cashflows,Fresh,Others,Society,W,Wisconsin,North Deborah,Correspondent,President,0,-1,RURAL,6,40301
sdv-id-eIhMhx,Bad,No,1622503,14,60,19481070.28,Finance Ledgers,Fresh,Others,Trust,S,Alaska,Krystalton,Treasurer,Correspondent,329,-1,SEMIU,9,24381991
sdv-id-whrDWZ,Bad,No,3415681,14,83,,Finance Audits,Fresh,Unsecured,Trust,I,Virginia,South Stephenshire,President,President,866,745,RURAL,11,
sdv-id-zmnmGW,Bad,No,11061356,14,85,20099990.58,Finance Ledgers,Fresh,Others,Trust,P,Wisconsin,Port Jason,Chairman,President,866,862,RURAL,22,30124013
sdv-id-XuzUhN,Bad,Yes,28345,14,36,17235017.14,Cashflows,Fresh,Unsecured,Society,G,Indiana,Smithstad,Secretary,Vice President,857,856,URBAN,17,2131221
sdv-id-vOFtld,Good,No,626875,14,66,,Cashflows,Fresh,Unsecured,Society,D,Maryland,Shelbyton,Trustee,Others,866,805,RURAL,16,8003127
sdv-id-tenEiO,Good,No,10812568,14,85,18506366.92,Cashflows,Fresh,Others,Society,L,South Dakota,Dustinmouth,Others,Secretary,866,-1,SEMIU,10,14060271
sdv-id-sGeUIw,Bad,Yes,963656,14,42,15613954.22,Average Bank Balance,Fresh,Secured,Society,C,Colorado,Griffithview,Secretary,Member,866,862,SEMIU,4,18738059
sdv-id-aNPECe,Good,No,12974157,14,86,,Finance Ledgers,Fresh,Others,Trust,O,Kentucky,Whiteshire,Secretary,Treasurer,404,3,RURAL,3,18364552
sdv-id-RXcEZy,Good,No,117429,14,51,11040329.18,Finance Ledgers,Fresh,Secured,Trust,P,Alabama,Christinaside,Trustee,Secretary,866,862,RURAL,16,5970186
sdv-id-nPBPXL,Bad,No,45842,14,28,14493164.27,Cashflows,Fresh,Unsecured,Trust,[,Missouri,South Danny,Secretary,Member,866,862,RURAL,2,539054
sdv-id-vYzPHt,Bad,Yes,263766,14,65,19936582.77,Cashflows,Fresh,Others,Trust,J,Arizona,Hernandezmouth,Chairman,Others,866,862,URBAN,10,1459919
sdv-id-HBlBMo,Good,No,1261804,14,64,,Finance Ledgers,Fresh,Others,Society,G,California,North Thomasfurt,Secretary,Secretary,410,-1,URBAN,2,540100
sdv-id-QDheXT,Bad,No,838804,14,53,,Cashflows,Fresh,Others,Society,G,Oregon,East Gabriel,President,Vice President,866,837,URBAN,9,2614096
sdv-id-KHBuAB,Good,No,9489464,14,110,,Cashflows,Fresh,Others,Society,K,Alabama,Port Thomas,Member,Trustee,866,862,URBAN,4,23347505
sdv-id-NMKBRl,Bad,No,20509,14,20,,Cashflows,Top Up,Secured,Society,E,Nevada,Lake Nicholastown,Treasurer,Treasurer,866,862,RURAL,3,3547914
sdv-id-RwuIYC,Bad,No,464710,14,61,,Cashflows,Top Up,Unsecured,Trust,P,Oklahoma,Knightside,Others,Vice President,854,318,SEMIU,18,15867882
sdv-id-cOYChL,Bad,No,12248098,14,104,,Cashflows,Fresh,Others,Society,V,Nebraska,Calebville,President,Member,866,862,URBAN,15,21686446
sdv-id-TNvOlN,Bad,Yes,213952,14,63,30134930.75,Finance Ledgers,Top Up,Secured,Society,L,Missouri,East Dawn,Secretary,Vice President,647,0,SEMIU,13,12302043
sdv-id-GnNxlF,Bad,No,1929250,14,35,34282746.54,Cashflows,Top Up,Others,Trust,G,South Dakota,New Theresa,President,Treasurer,866,862,SEMIU,5,15190239
sdv-id-TxTDvT,Good,No,1187839,14,52,22706355.11,Cashflows,Fresh,Secured,Trust,`,Arizona,Gentryfort,Secretary,Managing Director,866,862,SEMIU,13,6981243
sdv-id-IrQMrb,Good,Yes,911626,14,52,,Cashflows,Fresh,Others,Society,J,Hawaii,Ashleytown,Managing Trustee,Others,866,862,RURAL,12,20543032
sdv-id-QZoEnr,Good,No,13310837,14,100,,Finance Ledgers,Fresh,Others,Society,^,California,Cooperburgh,Correspondent,Others,866,862,RURAL,7,27884493
sdv-id-ETAEZB,Bad,No,7150,14,28,,Finance Ledgers,Fresh,Secured,Trust,_,Virginia,North Jaimehaven,Managing Director,Secretary,866,862,URBAN,10,497471
sdv-id-foLEzO,Bad,No,623663,14,55,14064311.89,Cashflows,Fresh,Others,Society,^,Connecticut,Lake Tanner,Secretary,Trustee,866,652,SEMIU,10,1306736
sdv-id-IedFCK,Bad,Yes,13245,14,32,32761071.68,Cashflows,Fresh,Unsecured,Trust,Y,Maine,Emilyburgh,Secretary,Member,196,862,RURAL,3,1530005
sdv-id-dFswOq,Good,No,208996,14,37,,Cashflows,Fresh,Others,Society,A,West Virginia,Sarahport,Managing Director,Chairman,866,3,URBAN,26,3081364
sdv-id-XKPLSI,Good,No,2288423,14,82,,Cashflows,Fresh,Others,Trust,Y,North Carolina,Michaelfurt,Managing Trustee,Treasurer,866,7,URBAN,8,14784275
sdv-id-KhUEAJ,Good,No,414022,14,54,8780956.213,Finance Ledgers,Fresh,Others,Society,E,Maine,Jonesstad,Correspondent,President,64,862,URBAN,2,686800
sdv-id-MjupOl,Good,No,904527,14,36,,Cashflows,Fresh,Unsecured,Trust,_,Minnesota,Stonefurt,Secretary,Others,866,862,RURAL,12,3918377
sdv-id-TGTyGs,Good,No,1740061,14,48,,Cashflows,Top Up,Others,Society,_,New Hampshire,North Jeremy,Secretary,President,551,862,URBAN,3,7163110
sdv-id-QJRpYW,Good,No,1059566,14,65,,Cashflows,Fresh,Unsecured,Trust,[,West Virginia,North Davidmouth,,Secretary,866,862,RURAL,12,9853404
sdv-id-OivtpV,Bad,No,4975428,14,116,19952608.76,Cashflows,Fresh,Unsecured,Trust,X,Wyoming,West Stevenville,President,Chairman,846,853,SEMIU,24,2053670
sdv-id-gqOdvE,Bad,No,4090713,14,91,,Cashflows,Fresh,Others,Society,F,Mississippi,West Diana,Others,Secretary,866,862,RURAL,3,9524481
sdv-id-keXmcZ,Bad,No,56045,14,32,,Cashflows,Fresh,Others,Trust,C,West Virginia,South Rhonda,Committee Member,Managing Director,284,796,URBAN,11,23462767
sdv-id-FlocEf,Good,No,864707,14,46,15944493.19,Finance Ledgers,Fresh,Others,Trust,E,Mississippi,South Richardmouth,President,Trustee,475,,RURAL,9,30838828
sdv-id-JFiXlg,Good,No,1311730,14,51,,Cashflows,Fresh,Unsecured,Society,V,Kentucky,Yolandastad,Treasurer,Treasurer,14,53,SEMIU,23,20424954
sdv-id-xgsEWM,Good,No,7943,14,39,,Finance Ledgers,Top Up,Unsecured,Society,X,Maryland,Lake Jameshaven,Secretary,Managing Director,866,862,SEMIU,9,195015
sdv-id-mdfDMq,Bad,No,3190104,14,77,,Cashflows,Top Up,Others,Society,X,Nebraska,Robertberg,Member,Treasurer,771,862,RURAL,10,18271650
sdv-id-lSiZNk,Good,Yes,372043,14,31,33210266.37,Cashflows,Fresh,Unsecured,Trust,F,Alabama,East Brian,Vice President,Chairman,866,862,URBAN,6,32327930
sdv-id-oJzFlP,Bad,No,207738,14,62,32409714.9,Cashflows,Top Up,Unsecured,Trust,G,Indiana,Burgesschester,Correspondent,Managing Director,589,207,SEMIU,3,5770234
sdv-id-zpfnCo,Bad,No,17963859,14,93,,Bank Credits,Fresh,Others,Trust,Y,Nevada,Wesleychester,Secretary,Treasurer,866,862,SEMIU,4,28131110
sdv-id-TdWNWg,Bad,No,8234274,14,96,,Finance Ledgers,Top Up,Unsecured,Society,O,Idaho,Goodmanbury,Chairman,President,866,862,URBAN,15,27752464
sdv-id-NdVoIn,Good,No,4910587,14,57,,Finance Audits,Fresh,Others,Trust,E,Iowa,Millerland,Managing Trustee,Trustee,866,860,RURAL,17,31585397
sdv-id-vFRSlR,Good,No,85123,14,46,,Cashflows,Fresh,Others,Society,F,Texas,Port Alicia,Managing Director,Secretary,866,862,SEMIU,22,2515216
sdv-id-gycEfq,Bad,Yes,18715,14,43,,Finance Ledgers,Fresh,Secured,Trust,Y,Arkansas,Lake Nicholas,Secretary,Secretary,866,862,SEMIU,10,13692541
sdv-id-BOsQSa,Good,Yes,13686005,14,91,41657887.88,Finance Ledgers,Fresh,Secured,Society,H,Maryland,Port Arthur,Managing Director,Managing Director,866,-1,SEMIU,11,24927006
sdv-id-DPkZdk,Bad,Yes,1316591,14,70,,Cashflows,Fresh,Others,Trust,T,West Virginia,North Cynthia,Secretary,Others,866,862,RURAL,11,36550960
sdv-id-tYQsgr,Bad,No,5870337,14,84,,Finance Ledgers,Fresh,Others,Society,E,Tennessee,West Stephaniechester,Secretary,Vice President,866,446,SEMIU,4,1353297
sdv-id-HNROcx,Good,No,63043,14,45,,Cashflows,Fresh,Unsecured,Society,],South Carolina,South Emilyfort,Secretary,Correspondent,866,862,SEMIU,7,418763
sdv-id-BjTVpd,Bad,No,7077,14,15,35854944.06,Cashflows,Fresh,Secured,Society,L,Virginia,South Natasha,Managing Trustee,Treasurer,559,-1,URBAN,2,1214402
sdv-id-plWmFi,Bad,No,45521,14,31,,Finance Ledgers,Fresh,Unsecured,Trust,A,New Mexico,Taylorchester,Secretary,President,866,862,URBAN,12,10080216
sdv-id-lwRCcj,Bad,Yes,1055693,14,57,20093514.92,Cashflows,Fresh,Unsecured,Society,H,New Jersey,Davidchester,Secretary,Secretary,866,862,RURAL,3,7504717
sdv-id-osQHao,Bad,No,839335,14,53,,Finance Ledgers,Fresh,Others,Trust,A,Nevada,East Michael,President,Secretary,866,862,URBAN,6,14040951
sdv-id-QUwBXR,Bad,Yes,1044090,14,46,13222021.9,Finance Ledgers,Fresh,Others,Trust,E,Virginia,South Davidborough,Secretary,Trustee,866,862,RURAL,6,5522287
sdv-id-doGROm,Good,No,3299903,14,73,,Cashflows,Fresh,Secured,Society,R,Florida,Combston,Others,Managing Director,-1,-1,SEMIU,3,8538397
sdv-id-OwxvhX,Bad,No,60231,14,41,16321242.87,Cashflows,Fresh,Unsecured,Society,X,Georgia,South Jonathanburgh,President,Secretary,866,-1,SEMIU,8,11216664
sdv-id-EIgaHU,Bad,No,398896,14,51,,Finance Ledgers,Top Up,Unsecured,Society,K,West Virginia,Gordontown,Secretary,Secretary,485,862,RURAL,19,9234524
sdv-id-TKVdtY,Bad,Yes,76376,14,23,,Finance Ledgers,Fresh,Unsecured,Society,_,Rhode Island,Carlaland,Secretary,Member,866,862,RURAL,11,5991397
sdv-id-wYOIru,Bad,No,707404,14,63,,Cashflows,Fresh,Unsecured,Society,V,North Dakota,South Linda,Others,Trustee,862,-1,SEMIU,12,5127612
sdv-id-CYvFlm,Bad,No,247533,14,39,,Finance Ledgers,Fresh,Others,Society,_,Washington,North Meganland,Secretary,Trustee,866,862,RURAL,9,1165737
sdv-id-rIErST,Bad,No,13429419,14,90,,Cashflows,Fresh,Others,Society,K,Rhode Island,South Dennismouth,Member,Vice President,866,862,URBAN,21,48590221
sdv-id-NwscaB,Bad,No,508057,14,70,,Finance Ledgers,Fresh,Unsecured,Society,P,Hawaii,Lake Jamesland,Others,Vice President,209,-1,SEMIU,2,2648227
sdv-id-mFjOcH,Good,No,113898,14,39,28251907.77,Cashflows,Fresh,Unsecured,Society,],Hawaii,Lake Kellytown,Secretary,Others,866,785,URBAN,2,12951156
sdv-id-RxOvpw,Good,No,9765,14,48,,Finance Ledgers,Fresh,Unsecured,Society,A,New Hampshire,Port Elizabethside,Secretary,Member,646,-1,RURAL,4,10284843
sdv-id-xcGSyZ,Good,No,731095,14,38,20159420.79,Finance Ledgers,Top Up,Unsecured,Society,L,Kentucky,Port Deanside,Secretary,Director,866,862,SEMIU,12,18914389
sdv-id-BHnRKQ,Bad,Yes,2093515,14,55,,Finance Ledgers,Top Up,Others,Trust,Q,Michigan,Williammouth,,Member,866,862,URBAN,9,14458960
sdv-id-FwTqcf,Bad,Yes,1272422,14,53,,Cashflows,Fresh,Unsecured,Society,^,Alabama,Yangmouth,Secretary,Others,866,862,SEMIU,39,51715615
sdv-id-rodsBv,Good,No,354930,14,37,,Finance Ledgers,Fresh,Others,Society,G,Colorado,Randolphshire,Managing Director,President,866,862,SEMIU,2,64591
sdv-id-PnfhDL,Good,No,62110,14,25,2626793.09,Finance Audits,Fresh,Others,Society,K,Alaska,Wardtown,Director,Trustee,866,862,SEMIU,17,2009371
sdv-id-ESSwac,Bad,No,10368,14,31,17144120.67,Average Bank Balance,Fresh,Unsecured,Society,N,Kentucky,Port Renee,,Trustee,866,862,SEMIU,6,5357072
sdv-id-voBcpx,Bad,No,14016701,14,85,,Finance Ledgers,Fresh,Others,Society,E,Rhode Island,North Bryan,Secretary,Vice President,866,862,SEMIU,5,16241032
sdv-id-wVrdGU,Good,Yes,2764172,14,56,,Finance Ledgers,Top Up,Unsecured,Society,T,Arkansas,Port Matthew,President,President,866,304,RURAL,5,12121050
sdv-id-Cbthij,Bad,No,329087,14,29,26161880.02,Cashflows,Fresh,Others,Trust,C,Nevada,New Katherine,President,Member,866,862,URBAN,17,24420078
sdv-id-uVEVpU,Good,No,8381099,14,58,,Cashflows,Fresh,Others,Trust,L,Alaska,East Laurahaven,Secretary,Trustee,866,862,URBAN,14,62772535
sdv-id-DYtwKt,Good,No,1631783,14,66,,Finance Ledgers,Fresh,Secured,Trust,F,North Carolina,Mooremouth,Member,Treasurer,351,-1,SEMIU,12,8439239
sdv-id-KJvHOZ,Bad,Yes,34315,14,42,9559960.224,Finance Ledgers,Fresh,Unsecured,Society,],Colorado,Cardenasborough,Correspondent,Trustee,866,1,SEMIU,10,2961469
sdv-id-cTDLgV,Good,No,11315965,14,121,,Cashflows,Fresh,Unsecured,Society,E,North Dakota,Sarahborough,Secretary,Trustee,822,529,SEMIU,29,37502126
sdv-id-CKJNav,Good,No,50924,14,40,,Cashflows,Fresh,Unsecured,Trust,F,Nevada,Ryanfort,Secretary,Member,180,-1,SEMIU,10,2784732
sdv-id-oJsVle,Good,Yes,24966,14,34,41653339.72,Cashflows,Top Up,Secured,Trust,_,Georgia,Cameronborough,President,Secretary,866,862,URBAN,7,4172470
sdv-id-PoNTxr,Bad,No,1662206,14,39,13196069.56,Finance Ledgers,Fresh,Unsecured,Society,F,Colorado,New Dakotashire,Secretary,Trustee,866,862,RURAL,9,2219406
sdv-id-rlCPth,Bad,Yes,4126583,14,67,10672688.42,Finance Ledgers,Fresh,Others,Society,F,New Jersey,Portershire,Chairman,Others,866,862,RURAL,5,10077152
sdv-id-QexNpq,Bad,No,13371756,14,79,,Cashflows,Fresh,Others,Trust,V,Rhode Island,Powellfurt,Others,Secretary,866,862,RURAL,42,45161745
sdv-id-fkdGaS,Bad,No,933851,14,57,38524023.81,Finance Ledgers,Top Up,Unsecured,Society,U,New York,Conwayville,Secretary,Others,866,862,URBAN,5,20951036
sdv-id-WqSxMN,Bad,No,1068085,14,69,,Cashflows,Fresh,Unsecured,Society,A,Oklahoma,Justinville,President,Treasurer,331,574,SEMIU,22,2884811
sdv-id-GoKnNa,Bad,No,1337383,14,53,,Cashflows,Top Up,Others,Society,G,Kansas,New Jasmine,Secretary,Trustee,626,734,RURAL,1,742843
sdv-id-LBNnxR,Bad,No,7021530,14,74,18706871.82,Cashflows,Fresh,Unsecured,Society,V,Minnesota,Wallaceland,President,Secretary,866,11,SEMIU,16,38073587
sdv-id-CAoNME,Bad,No,180250,14,46,15064044.72,Cashflows,Top Up,Unsecured,Society,P,Virginia,Hoodburgh,Director,Treasurer,866,664,URBAN,29,12532895
sdv-id-MiAjPN,Bad,Yes,2143501,14,57,,Cashflows,Fresh,Unsecured,Society,_,Tennessee,New Daleshire,President,President,863,-1,SEMIU,5,5959875
sdv-id-anwRYx,Bad,No,5331451,14,83,,Cashflows,Fresh,Others,Trust,V,Utah,Stephanieview,Secretary,Chairman,858,862,SEMIU,7,2567405
sdv-id-tfGchJ,Bad,No,3333145,14,44,,Cashflows,Fresh,Others,Trust,Y,Maine,South Douglas,Member,Secretary,180,862,URBAN,25,9059227
sdv-id-ibRxqb,Bad,No,480605,14,24,,Cashflows,Fresh,Unsecured,Trust,O,Montana,Perryfort,Secretary,Secretary,866,862,RURAL,12,34633310
sdv-id-ydnaGo,Good,No,1223427,14,79,,Cashflows,Fresh,Others,Society,Z,Alabama,Rogersfort,Secretary,Trustee,866,862,SEMIU,12,6214416
sdv-id-jEjdKp,Bad,No,2959782,14,69,,Finance Ledgers,Fresh,Others,Society,I,Kansas,Port Stephaniefort,President,Secretary,866,862,SEMIU,9,155425
sdv-id-CUXDpF,Good,No,127502,14,36,,Cashflows,Top Up,Secured,Society,D,Delaware,Meganshire,Correspondent,Others,614,862,RURAL,13,16092108
sdv-id-xZVQvl,Bad,No,790645,14,72,,Cashflows,Top Up,Others,Society,X,North Carolina,West Edward,President,Secretary,866,862,SEMIU,34,3624143
sdv-id-kSwGUg,Bad,Yes,312548,14,64,,Finance Ledgers,Fresh,Unsecured,Society,`,Kentucky,Donnaville,Treasurer,Vice President,89,-1,SEMIU,6,551208
sdv-id-tIzelp,Bad,No,13323042,14,73,21275223.76,Finance Ledgers,Fresh,Others,Trust,K,Delaware,Lake Joseph,Correspondent,Treasurer,441,862,SEMIU,16,13834288
sdv-id-JufuNW,Bad,No,7123,14,12,5776321.472,Finance Audits,Fresh,Secured,Trust,A,Mississippi,Michaelville,President,Managing Director,866,-1,RURAL,32,498329
sdv-id-PzdJNH,Bad,No,185254,14,41,3731587.729,Finance Audits,Fresh,Others,Society,K,Oregon,Lake Michaelside,Correspondent,Vice President,753,-1,URBAN,26,6622694
sdv-id-YGXPfN,Bad,Yes,543897,14,44,,Finance Ledgers,Fresh,Unsecured,Society,Z,New Mexico,Sullivanbury,Managing Director,Member,828,862,RURAL,12,10487552
sdv-id-BqzjTm,Bad,No,21171,14,31,,Finance Ledgers,Fresh,Secured,Trust,T,Wisconsin,Lisaland,President,Secretary,866,-1,RURAL,10,364768
sdv-id-prXByw,Good,No,151481,14,50,,Cashflows,Fresh,Others,Society,O,Alabama,Johnsonstad,Treasurer,Treasurer,866,862,RURAL,17,1335312
sdv-id-pFzXGS,Bad,Yes,306990,14,46,,Cashflows,Fresh,Unsecured,Society,^,Kentucky,East Tiffany,Secretary,Member,866,725,RURAL,10,832739
sdv-id-QSDJGz,Good,No,3673117,14,51,11901532.69,Cashflows,Fresh,Others,Society,F,California,North Sandra,Secretary,Managing Director,19,229,SEMIU,4,21114480
sdv-id-IfnDxJ,Bad,No,31493,14,36,11253853.81,Finance Ledgers,Fresh,Unsecured,Trust,R,Nebraska,West Madelinemouth,Correspondent,Others,866,862,URBAN,6,4582355
sdv-id-UjckSo,Bad,Yes,20222264,14,125,,Finance Ledgers,Fresh,Others,Trust,Y,New York,Howardtown,Secretary,Treasurer,863,862,SEMIU,21,51134542
sdv-id-fToOrp,Bad,Yes,947436,14,63,,Cashflows,Fresh,Secured,Trust,S,Illinois,Port Karenchester,President,Treasurer,850,2,RURAL,26,1771654
sdv-id-bFZMLd,Good,No,2553001,14,31,,Cashflows,Fresh,Secured,Society,K,Utah,Melissafort,Secretary,Trustee,866,10,RURAL,30,33417845
sdv-id-YnJHir,Good,No,964901,14,55,,Finance Ledgers,Fresh,Others,Society,X,Utah,West Cherylmouth,President,President,-1,-1,URBAN,37,978688
sdv-id-BvouKJ,Good,No,460897,14,67,,Cashflows,Fresh,Others,Society,P,Texas,Whitneyfurt,President,Treasurer,866,862,URBAN,39,8688941
sdv-id-eJWVrU,Good,No,993673,14,63,,Cashflows,Fresh,Unsecured,Society,a,Iowa,East Dana,Others,Secretary,866,862,SEMIU,31,15061864
sdv-id-YBJJpO,Good,No,25179,14,19,,Cashflows,Fresh,Unsecured,Society,Z,Illinois,South Sherry,Others,President,780,-1,RURAL,18,21500866
sdv-id-NnUvfv,Bad,No,8442340,14,55,37532342.65,Finance Ledgers,Fresh,Unsecured,Trust,G,Nevada,South Andrebury,Secretary,Treasurer,866,214,URBAN,13,40509402
sdv-id-rYaWft,Good,No,4459819,14,65,,Finance Audits,Fresh,Others,Trust,C,Nevada,Lake Brian,Secretary,Treasurer,866,862,RURAL,25,7318499
sdv-id-TYVUTh,Good,No,304815,14,33,36073787.56,Cashflows,Fresh,Secured,Trust,C,Alaska,East Shaun,Trustee,Managing Director,866,862,RURAL,53,10807285
sdv-id-wakmcC,Good,Yes,385756,14,27,27076142.28,Finance Ledgers,Fresh,Unsecured,Trust,V,Rhode Island,Lake Patricia,Others,Secretary,866,862,RURAL,6,8974418
sdv-id-PoNgFz,Bad,No,4065170,14,62,52720732.67,Finance Ledgers,Fresh,Unsecured,Society,],Hawaii,Port Jeanchester,Treasurer,Correspondent,866,-1,URBAN,5,19294162
sdv-id-iZBsUi,Good,No,4570017,14,51,36932631.33,Finance Ledgers,Fresh,Secured,Society,X,California,West Elizabethton,President,Trustee,866,855,URBAN,7,6288894
sdv-id-nznpOw,Bad,No,17396027,14,95,,Cashflows,Fresh,Others,Trust,A,Michigan,Alexandrachester,Secretary,Vice President,624,-1,RURAL,11,35924861
sdv-id-EXyrCq,Bad,No,205586,14,37,,Cashflows,Fresh,Secured,Trust,C,California,Lake Margaret,Others,Treasurer,866,862,URBAN,15,14781612
sdv-id-ullwpK,Bad,Yes,1141773,14,66,,Average Bank Balance,Fresh,Secured,Society,V,Ohio,Patriciaberg,Managing Director,Secretary,520,862,RURAL,6,25018751
sdv-id-XxsaFp,Bad,Yes,317104,14,60,,Cashflows,Top Up,Others,Society,B,South Dakota,East Emilyfurt,Secretary,Trustee,866,862,SEMIU,34,5415285
sdv-id-ZcpWqG,Bad,No,1655161,14,59,12127251.25,Finance Ledgers,Fresh,Unsecured,Trust,B,Montana,North Angela,President,Secretary,866,850,SEMIU,2,307212
sdv-id-seZAdf,Good,No,10881882,14,82,,Cashflows,Fresh,Others,Trust,_,West Virginia,North Jillianview,Chairman,President,866,862,RURAL,6,2368499
sdv-id-prTpel,Good,No,11206969,14,59,,Finance Ledgers,Fresh,Others,Society,U,North Carolina,North Nicholasfurt,Chairman,Treasurer,866,862,RURAL,25,54244464
sdv-id-MHEYbi,Bad,Yes,1138127,14,33,5494527.301,Cashflows,Fresh,Others,Trust,E,Tennessee,Joannetown,Others,Treasurer,-1,484,URBAN,19,8960521
sdv-id-EVKQyM,Bad,No,13347426,14,106,,Cashflows,Fresh,Others,Society,N,New Mexico,Lake Devin,Secretary,Secretary,866,862,SEMIU,6,54222566
sdv-id-lceXhH,Bad,No,1681439,14,65,,Cashflows,Fresh,Unsecured,Society,_,Oklahoma,Kingstad,,Member,866,862,RURAL,10,3888856
sdv-id-RFxVID,Bad,No,497965,14,62,,Finance Ledgers,Fresh,Unsecured,Society,H,New Hampshire,East Mariahaven,Secretary,Member,866,862,SEMIU,19,16358019
sdv-id-xvAVhW,Bad,Yes,55854,14,58,,Cashflows,Fresh,Unsecured,Trust,B,Pennsylvania,Lake Lauren,Director,Managing Trustee,859,1,SEMIU,14,54164
sdv-id-JrDhAt,Bad,Yes,2660934,14,116,,Cashflows,Top Up,Others,Society,J,Alabama,Loweryborough,Secretary,President,866,212,SEMIU,10,10591285
sdv-id-lzUZUe,Good,No,211270,14,43,10876107.23,Cashflows,Fresh,Unsecured,Society,K,Illinois,Lake Paul,Director,President,,862,URBAN,9,12995345
sdv-id-GHoJhZ,Bad,Yes,67101,14,67,,Cashflows,Fresh,Secured,Society,F,Rhode Island,Teresashire,Trustee,Secretary,866,861,SEMIU,10,465962
sdv-id-nljrGF,Bad,No,9943171,14,88,42515200.83,Finance Ledgers,Fresh,Others,Society,W,Nebraska,Guzmanmouth,President,Secretary,866,-1,SEMIU,5,10018482
sdv-id-zquUJh,Bad,No,35386,14,39,7520272.818,Cashflows,Fresh,Unsecured,Society,J,Rhode Island,Hermanburgh,Secretary,Secretary,866,862,URBAN,11,41649
sdv-id-ZufFgk,Bad,No,2582201,14,92,7640953.72,Finance Ledgers,Top Up,Others,Society,V,New Mexico,Cabreramouth,Secretary,Others,866,862,SEMIU,11,25416991
sdv-id-RdcfBY,Good,Yes,1083182,14,55,,Cashflows,Fresh,Secured,Society,G,Pennsylvania,Lake Franklin,Managing Director,Secretary,596,860,SEMIU,1,538288
sdv-id-GtUneF,Good,No,71396,14,34,15368415.11,Cashflows,Fresh,Others,Trust,F,Missouri,Markfurt,Managing Trustee,Managing Director,45,862,URBAN,8,1131696
sdv-id-bXBZzw,Good,No,123381,14,56,,Average Bank Balance,Fresh,Others,Trust,K,Indiana,New Brianhaven,Secretary,Member,0,0,URBAN,3,57677
sdv-id-ZAcsWX,Good,No,2749933,14,69,5600054.4,Cashflows,Fresh,Others,Society,_,Mississippi,Danielshire,Chairman,Treasurer,25,66,RURAL,9,976011
sdv-id-NYRNTD,Good,No,5783063,14,81,23111049.31,Finance Ledgers,Fresh,Others,Trust,I,Massachusetts,North Tiffanyshire,Secretary,Treasurer,866,862,RURAL,9,25478522
sdv-id-bSReao,Good,No,4824965,14,56,,Cashflows,Fresh,Unsecured,Society,E,Alaska,West Erinbury,Secretary,Member,866,33,RURAL,9,8455359
sdv-id-QiLAQO,Bad,Yes,803893,14,74,,Cashflows,Fresh,Others,Society,],Maryland,South Kendra,Chairman,,855,862,SEMIU,8,30940202
sdv-id-UzNqMq,Good,Yes,49801,14,29,,Cashflows,Top Up,Others,Trust,F,Washington,North Johnville,Correspondent,Secretary,866,862,URBAN,6,2825790
sdv-id-NMXPsC,Bad,No,1311734,14,64,15815787.02,Cashflows,Fresh,Others,Society,A,New Hampshire,South Kimberly,Correspondent,Member,866,862,SEMIU,11,13001820
sdv-id-ysAQHp,Bad,No,9178,14,18,13005558.06,Cashflows,Fresh,Secured,Trust,L,Utah,Doyleborough,Director,Managing Director,866,15,RURAL,16,897703
sdv-id-WVjQwm,Good,No,3051874,14,42,62089342.54,Finance Ledgers,Fresh,Unsecured,Trust,C,Utah,Port Brianburgh,President,Managing Director,866,862,RURAL,28,44871956
sdv-id-vPSVbD,Bad,Yes,2660828,14,51,,Cashflows,Top Up,Others,Trust,E,Oregon,Codyfort,Member,Others,846,,SEMIU,16,9235344
sdv-id-RECTcX,Bad,Yes,10086,14,27,,Cashflows,Fresh,Secured,Society,[,California,East Dominiqueville,President,President,49,862,URBAN,15,2442203
sdv-id-NlGPmJ,Good,Yes,8809434,14,106,17941617.84,Cashflows,Fresh,Others,Trust,S,Nebraska,West Wesleytown,Vice President,Vice President,866,862,SEMIU,21,29616426
sdv-id-vvbMyo,Good,No,146273,14,45,12091659.42,Average Bank Balance,Fresh,Unsecured,Trust,L,New York,Kirkville,Secretary,Secretary,866,176,URBAN,18,1724057
sdv-id-UVzrEG,Bad,No,223490,14,38,,Cashflows,Fresh,Unsecured,Society,O,Mississippi,Williamsview,Secretary,President,76,862,SEMIU,3,618063
sdv-id-hBpeRe,Good,Yes,2071295,14,56,41213028.89,Cashflows,Fresh,Others,Society,S,Mississippi,Torresfurt,President,Secretary,866,862,RURAL,16,19112400
sdv-id-SCYyDs,Good,No,689321,14,69,,Bank Credits,Fresh,Unsecured,Trust,P,Texas,Torresville,Director,Secretary,866,173,RURAL,12,7638361
